id_specialist;name;birthday_date;professional_card
6667;Especialista 6667;2016-12-30;740678271
6668;Especialista 6668;2016-12-31;740789382
6669;Especialista 6669;2017-01-01;740900493
6670;Especialista 6670;2017-01-02;741011604
6671;Especialista 6671;2017-01-03;741122715
6672;Especialista 6672;2017-01-04;741233826
6673;Especialista 6673;2017-01-05;741344937
6674;Especialista 6674;2017-01-06;741456048
6675;Especialista 6675;2017-01-07;741567159
6676;Especialista 6676;2017-01-08;741678270
6677;Especialista 6677;2017-01-09;741789381
6678;Especialista 6678;2017-01-10;741900492
6679;Especialista 6679;2017-01-11;742011603
6680;Especialista 6680;2017-01-12;742122714
6681;Especialista 6681;2017-01-13;742233825
6682;Especialista 6682;2017-01-14;742344936
6683;Especialista 6683;2017-01-15;742456047
6684;Especialista 6684;2017-01-16;742567158
6685;Especialista 6685;2017-01-17;742678269
6686;Especialista 6686;2017-01-18;742789380
6687;Especialista 6687;2017-01-19;742900491
6688;Especialista 6688;2017-01-20;743011602
6689;Especialista 6689;2017-01-21;743122713
6690;Especialista 6690;2017-01-22;743233824
6691;Especialista 6691;2017-01-23;743344935
6692;Especialista 6692;2017-01-24;743456046
6693;Especialista 6693;2017-01-25;743567157
6694;Especialista 6694;2017-01-26;743678268
6695;Especialista 6695;2017-01-27;743789379
6696;Especialista 6696;2017-01-28;743900490
6697;Especialista 6697;2017-01-29;744011601
6698;Especialista 6698;2017-01-30;744122712
6699;Especialista 6699;2017-01-31;744233823
6700;Especialista 6700;2017-02-01;744344934
6701;Especialista 6701;2017-02-02;744456045
6702;Especialista 6702;2017-02-03;744567156
6703;Especialista 6703;2017-02-04;744678267
6704;Especialista 6704;2017-02-05;744789378
6705;Especialista 6705;2017-02-06;744900489
6706;Especialista 6706;2017-02-07;745011600
6707;Especialista 6707;2017-02-08;745122711
6708;Especialista 6708;2017-02-09;745233822
6709;Especialista 6709;2017-02-10;745344933
6710;Especialista 6710;2017-02-11;745456044
6711;Especialista 6711;2017-02-12;745567155
6712;Especialista 6712;2017-02-13;745678266
6713;Especialista 6713;2017-02-14;745789377
6714;Especialista 6714;2017-02-15;745900488
6715;Especialista 6715;2017-02-16;746011599
6716;Especialista 6716;2017-02-17;746122710
6717;Especialista 6717;2017-02-18;746233821
6718;Especialista 6718;2017-02-19;746344932
6719;Especialista 6719;2017-02-20;746456043
6720;Especialista 6720;2017-02-21;746567154
6721;Especialista 6721;2017-02-22;746678265
6722;Especialista 6722;2017-02-23;746789376
6723;Especialista 6723;2017-02-24;746900487
6724;Especialista 6724;2017-02-25;747011598
6725;Especialista 6725;2017-02-26;747122709
6726;Especialista 6726;2017-02-27;747233820
6727;Especialista 6727;2017-02-28;747344931
6728;Especialista 6728;2017-03-01;747456042
6729;Especialista 6729;2017-03-02;747567153
6730;Especialista 6730;2017-03-03;747678264
6731;Especialista 6731;2017-03-04;747789375
6732;Especialista 6732;2017-03-05;747900486
6733;Especialista 6733;2017-03-06;748011597
6734;Especialista 6734;2017-03-07;748122708
6735;Especialista 6735;2017-03-08;748233819
6736;Especialista 6736;2017-03-09;748344930
6737;Especialista 6737;2017-03-10;748456041
6738;Especialista 6738;2017-03-11;748567152
6739;Especialista 6739;2017-03-12;748678263
6740;Especialista 6740;2017-03-13;748789374
6741;Especialista 6741;2017-03-14;748900485
6742;Especialista 6742;2017-03-15;749011596
6743;Especialista 6743;2017-03-16;749122707
6744;Especialista 6744;2017-03-17;749233818
6745;Especialista 6745;2017-03-18;749344929
6746;Especialista 6746;2017-03-19;749456040
6747;Especialista 6747;2017-03-20;749567151
6748;Especialista 6748;2017-03-21;749678262
6749;Especialista 6749;2017-03-22;749789373
6750;Especialista 6750;2017-03-23;749900484
6751;Especialista 6751;2017-03-24;750011595
6752;Especialista 6752;2017-03-25;750122706
6753;Especialista 6753;2017-03-26;750233817
6754;Especialista 6754;2017-03-27;750344928
6755;Especialista 6755;2017-03-28;750456039
6756;Especialista 6756;2017-03-29;750567150
6757;Especialista 6757;2017-03-30;750678261
6758;Especialista 6758;2017-03-31;750789372
6759;Especialista 6759;2017-04-01;750900483
6760;Especialista 6760;2017-04-02;751011594
6761;Especialista 6761;2017-04-03;751122705
6762;Especialista 6762;2017-04-04;751233816
6763;Especialista 6763;2017-04-05;751344927
6764;Especialista 6764;2017-04-06;751456038
6765;Especialista 6765;2017-04-07;751567149
6766;Especialista 6766;2017-04-08;751678260
6767;Especialista 6767;2017-04-09;751789371
6768;Especialista 6768;2017-04-10;751900482
6769;Especialista 6769;2017-04-11;752011593
6770;Especialista 6770;2017-04-12;752122704
6771;Especialista 6771;2017-04-13;752233815
6772;Especialista 6772;2017-04-14;752344926
6773;Especialista 6773;2017-04-15;752456037
6774;Especialista 6774;2017-04-16;752567148
6775;Especialista 6775;2017-04-17;752678259
6776;Especialista 6776;2017-04-18;752789370
6777;Especialista 6777;2017-04-19;752900481
6778;Especialista 6778;2017-04-20;753011592
6779;Especialista 6779;2017-04-21;753122703
6780;Especialista 6780;2017-04-22;753233814
6781;Especialista 6781;2017-04-23;753344925
6782;Especialista 6782;2017-04-24;753456036
6783;Especialista 6783;2017-04-25;753567147
6784;Especialista 6784;2017-04-26;753678258
6785;Especialista 6785;2017-04-27;753789369
6786;Especialista 6786;2017-04-28;753900480
6787;Especialista 6787;2017-04-29;754011591
6788;Especialista 6788;2017-04-30;754122702
6789;Especialista 6789;2017-05-01;754233813
6790;Especialista 6790;2017-05-02;754344924
6791;Especialista 6791;2017-05-03;754456035
6792;Especialista 6792;2017-05-04;754567146
6793;Especialista 6793;2017-05-05;754678257
6794;Especialista 6794;2017-05-06;754789368
6795;Especialista 6795;2017-05-07;754900479
6796;Especialista 6796;2017-05-08;755011590
6797;Especialista 6797;2017-05-09;755122701
6798;Especialista 6798;2017-05-10;755233812
6799;Especialista 6799;2017-05-11;755344923
6800;Especialista 6800;2017-05-12;755456034
6801;Especialista 6801;2017-05-13;755567145
6802;Especialista 6802;2017-05-14;755678256
6803;Especialista 6803;2017-05-15;755789367
6804;Especialista 6804;2017-05-16;755900478
6805;Especialista 6805;2017-05-17;756011589
6806;Especialista 6806;2017-05-18;756122700
6807;Especialista 6807;2017-05-19;756233811
6808;Especialista 6808;2017-05-20;756344922
6809;Especialista 6809;2017-05-21;756456033
6810;Especialista 6810;2017-05-22;756567144
6811;Especialista 6811;2017-05-23;756678255
6812;Especialista 6812;2017-05-24;756789366
6813;Especialista 6813;2017-05-25;756900477
6814;Especialista 6814;2017-05-26;757011588
6815;Especialista 6815;2017-05-27;757122699
6816;Especialista 6816;2017-05-28;757233810
6817;Especialista 6817;2017-05-29;757344921
6818;Especialista 6818;2017-05-30;757456032
6819;Especialista 6819;2017-05-31;757567143
6820;Especialista 6820;2017-06-01;757678254
6821;Especialista 6821;2017-06-02;757789365
6822;Especialista 6822;2017-06-03;757900476
6823;Especialista 6823;2017-06-04;758011587
6824;Especialista 6824;2017-06-05;758122698
6825;Especialista 6825;2017-06-06;758233809
6826;Especialista 6826;2017-06-07;758344920
6827;Especialista 6827;2017-06-08;758456031
6828;Especialista 6828;2017-06-09;758567142
6829;Especialista 6829;2017-06-10;758678253
6830;Especialista 6830;2017-06-11;758789364
6831;Especialista 6831;2017-06-12;758900475
6832;Especialista 6832;2017-06-13;759011586
6833;Especialista 6833;2017-06-14;759122697
6834;Especialista 6834;2017-06-15;759233808
6835;Especialista 6835;2017-06-16;759344919
6836;Especialista 6836;2017-06-17;759456030
6837;Especialista 6837;2017-06-18;759567141
6838;Especialista 6838;2017-06-19;759678252
6839;Especialista 6839;2017-06-20;759789363
6840;Especialista 6840;2017-06-21;759900474
6841;Especialista 6841;2017-06-22;760011585
6842;Especialista 6842;2017-06-23;760122696
6843;Especialista 6843;2017-06-24;760233807
6844;Especialista 6844;2017-06-25;760344918
6845;Especialista 6845;2017-06-26;760456029
6846;Especialista 6846;2017-06-27;760567140
6847;Especialista 6847;2017-06-28;760678251
6848;Especialista 6848;2017-06-29;760789362
6849;Especialista 6849;2017-06-30;760900473
6850;Especialista 6850;2017-07-01;761011584
6851;Especialista 6851;2017-07-02;761122695
6852;Especialista 6852;2017-07-03;761233806
6853;Especialista 6853;2017-07-04;761344917
6854;Especialista 6854;2017-07-05;761456028
6855;Especialista 6855;2017-07-06;761567139
6856;Especialista 6856;2017-07-07;761678250
6857;Especialista 6857;2017-07-08;761789361
6858;Especialista 6858;2017-07-09;761900472
6859;Especialista 6859;2017-07-10;762011583
6860;Especialista 6860;2017-07-11;762122694
6861;Especialista 6861;2017-07-12;762233805
6862;Especialista 6862;2017-07-13;762344916
6863;Especialista 6863;2017-07-14;762456027
6864;Especialista 6864;2017-07-15;762567138
6865;Especialista 6865;2017-07-16;762678249
6866;Especialista 6866;2017-07-17;762789360
6867;Especialista 6867;2017-07-18;762900471
6868;Especialista 6868;2017-07-19;763011582
6869;Especialista 6869;2017-07-20;763122693
6870;Especialista 6870;2017-07-21;763233804
6871;Especialista 6871;2017-07-22;763344915
6872;Especialista 6872;2017-07-23;763456026
6873;Especialista 6873;2017-07-24;763567137
6874;Especialista 6874;2017-07-25;763678248
6875;Especialista 6875;2017-07-26;763789359
6876;Especialista 6876;2017-07-27;763900470
6877;Especialista 6877;2017-07-28;764011581
6878;Especialista 6878;2017-07-29;764122692
6879;Especialista 6879;2017-07-30;764233803
6880;Especialista 6880;2017-07-31;764344914
6881;Especialista 6881;2017-08-01;764456025
6882;Especialista 6882;2017-08-02;764567136
6883;Especialista 6883;2017-08-03;764678247
6884;Especialista 6884;2017-08-04;764789358
6885;Especialista 6885;2017-08-05;764900469
6886;Especialista 6886;2017-08-06;765011580
6887;Especialista 6887;2017-08-07;765122691
6888;Especialista 6888;2017-08-08;765233802
6889;Especialista 6889;2017-08-09;765344913
6890;Especialista 6890;2017-08-10;765456024
6891;Especialista 6891;2017-08-11;765567135
6892;Especialista 6892;2017-08-12;765678246
6893;Especialista 6893;2017-08-13;765789357
6894;Especialista 6894;2017-08-14;765900468
6895;Especialista 6895;2017-08-15;766011579
6896;Especialista 6896;2017-08-16;766122690
6897;Especialista 6897;2017-08-17;766233801
6898;Especialista 6898;2017-08-18;766344912
6899;Especialista 6899;2017-08-19;766456023
6900;Especialista 6900;2017-08-20;766567134
6901;Especialista 6901;2017-08-21;766678245
6902;Especialista 6902;2017-08-22;766789356
6903;Especialista 6903;2017-08-23;766900467
6904;Especialista 6904;2017-08-24;767011578
6905;Especialista 6905;2017-08-25;767122689
6906;Especialista 6906;2017-08-26;767233800
6907;Especialista 6907;2017-08-27;767344911
6908;Especialista 6908;2017-08-28;767456022
6909;Especialista 6909;2017-08-29;767567133
6910;Especialista 6910;2017-08-30;767678244
6911;Especialista 6911;2017-08-31;767789355
6912;Especialista 6912;2017-09-01;767900466
6913;Especialista 6913;2017-09-02;768011577
6914;Especialista 6914;2017-09-03;768122688
6915;Especialista 6915;2017-09-04;768233799
6916;Especialista 6916;2017-09-05;768344910
6917;Especialista 6917;2017-09-06;768456021
6918;Especialista 6918;2017-09-07;768567132
6919;Especialista 6919;2017-09-08;768678243
6920;Especialista 6920;2017-09-09;768789354
6921;Especialista 6921;2017-09-10;768900465
6922;Especialista 6922;2017-09-11;769011576
6923;Especialista 6923;2017-09-12;769122687
6924;Especialista 6924;2017-09-13;769233798
6925;Especialista 6925;2017-09-14;769344909
6926;Especialista 6926;2017-09-15;769456020
6927;Especialista 6927;2017-09-16;769567131
6928;Especialista 6928;2017-09-17;769678242
6929;Especialista 6929;2017-09-18;769789353
6930;Especialista 6930;2017-09-19;769900464
6931;Especialista 6931;2017-09-20;770011575
6932;Especialista 6932;2017-09-21;770122686
6933;Especialista 6933;2017-09-22;770233797
6934;Especialista 6934;2017-09-23;770344908
6935;Especialista 6935;2017-09-24;770456019
6936;Especialista 6936;2017-09-25;770567130
6937;Especialista 6937;2017-09-26;770678241
6938;Especialista 6938;2017-09-27;770789352
6939;Especialista 6939;2017-09-28;770900463
6940;Especialista 6940;2017-09-29;771011574
6941;Especialista 6941;2017-09-30;771122685
6942;Especialista 6942;2017-10-01;771233796
6943;Especialista 6943;2017-10-02;771344907
6944;Especialista 6944;2017-10-03;771456018
6945;Especialista 6945;2017-10-04;771567129
6946;Especialista 6946;2017-10-05;771678240
6947;Especialista 6947;2017-10-06;771789351
6948;Especialista 6948;2017-10-07;771900462
6949;Especialista 6949;2017-10-08;772011573
6950;Especialista 6950;2017-10-09;772122684
6951;Especialista 6951;2017-10-10;772233795
6952;Especialista 6952;2017-10-11;772344906
6953;Especialista 6953;2017-10-12;772456017
6954;Especialista 6954;2017-10-13;772567128
6955;Especialista 6955;2017-10-14;772678239
6956;Especialista 6956;2017-10-15;772789350
6957;Especialista 6957;2017-10-16;772900461
6958;Especialista 6958;2017-10-17;773011572
6959;Especialista 6959;2017-10-18;773122683
6960;Especialista 6960;2017-10-19;773233794
6961;Especialista 6961;2017-10-20;773344905
6962;Especialista 6962;2017-10-21;773456016
6963;Especialista 6963;2017-10-22;773567127
6964;Especialista 6964;2017-10-23;773678238
6965;Especialista 6965;2017-10-24;773789349
6966;Especialista 6966;2017-10-25;773900460
6967;Especialista 6967;2017-10-26;774011571
6968;Especialista 6968;2017-10-27;774122682
6969;Especialista 6969;2017-10-28;774233793
6970;Especialista 6970;2017-10-29;774344904
6971;Especialista 6971;2017-10-30;774456015
6972;Especialista 6972;2017-10-31;774567126
6973;Especialista 6973;2017-11-01;774678237
6974;Especialista 6974;2017-11-02;774789348
6975;Especialista 6975;2017-11-03;774900459
6976;Especialista 6976;2017-11-04;775011570
6977;Especialista 6977;2017-11-05;775122681
6978;Especialista 6978;2017-11-06;775233792
6979;Especialista 6979;2017-11-07;775344903
6980;Especialista 6980;2017-11-08;775456014
6981;Especialista 6981;2017-11-09;775567125
6982;Especialista 6982;2017-11-10;775678236
6983;Especialista 6983;2017-11-11;775789347
6984;Especialista 6984;2017-11-12;775900458
6985;Especialista 6985;2017-11-13;776011569
6986;Especialista 6986;2017-11-14;776122680
6987;Especialista 6987;2017-11-15;776233791
6988;Especialista 6988;2017-11-16;776344902
6989;Especialista 6989;2017-11-17;776456013
6990;Especialista 6990;2017-11-18;776567124
6991;Especialista 6991;2017-11-19;776678235
6992;Especialista 6992;2017-11-20;776789346
6993;Especialista 6993;2017-11-21;776900457
6994;Especialista 6994;2017-11-22;777011568
6995;Especialista 6995;2017-11-23;777122679
6996;Especialista 6996;2017-11-24;777233790
6997;Especialista 6997;2017-11-25;777344901
6998;Especialista 6998;2017-11-26;777456012
6999;Especialista 6999;2017-11-27;777567123
7000;Especialista 7000;2017-11-28;777678234
7001;Especialista 7001;2017-11-29;777789345
7002;Especialista 7002;2017-11-30;777900456
7003;Especialista 7003;2017-12-01;778011567
7004;Especialista 7004;2017-12-02;778122678
7005;Especialista 7005;2017-12-03;778233789
7006;Especialista 7006;2017-12-04;778344900
7007;Especialista 7007;2017-12-05;778456011
7008;Especialista 7008;2017-12-06;778567122
7009;Especialista 7009;2017-12-07;778678233
7010;Especialista 7010;2017-12-08;778789344
7011;Especialista 7011;2017-12-09;778900455
7012;Especialista 7012;2017-12-10;779011566
7013;Especialista 7013;2017-12-11;779122677
7014;Especialista 7014;2017-12-12;779233788
7015;Especialista 7015;2017-12-13;779344899
7016;Especialista 7016;2017-12-14;779456010
7017;Especialista 7017;2017-12-15;779567121
7018;Especialista 7018;2017-12-16;779678232
7019;Especialista 7019;2017-12-17;779789343
7020;Especialista 7020;2017-12-18;779900454
7021;Especialista 7021;2017-12-19;780011565
7022;Especialista 7022;2017-12-20;780122676
7023;Especialista 7023;2017-12-21;780233787
7024;Especialista 7024;2017-12-22;780344898
7025;Especialista 7025;2017-12-23;780456009
7026;Especialista 7026;2017-12-24;780567120
7027;Especialista 7027;2017-12-25;780678231
7028;Especialista 7028;2017-12-26;780789342
7029;Especialista 7029;2017-12-27;780900453
7030;Especialista 7030;2017-12-28;781011564
7031;Especialista 7031;2017-12-29;781122675
7032;Especialista 7032;2017-12-30;781233786
7033;Especialista 7033;2017-12-31;781344897
7034;Especialista 7034;2018-01-01;781456008
7035;Especialista 7035;2018-01-02;781567119
7036;Especialista 7036;2018-01-03;781678230
7037;Especialista 7037;2018-01-04;781789341
7038;Especialista 7038;2018-01-05;781900452
7039;Especialista 7039;2018-01-06;782011563
7040;Especialista 7040;2018-01-07;782122674
7041;Especialista 7041;2018-01-08;782233785
7042;Especialista 7042;2018-01-09;782344896
7043;Especialista 7043;2018-01-10;782456007
7044;Especialista 7044;2018-01-11;782567118
7045;Especialista 7045;2018-01-12;782678229
7046;Especialista 7046;2018-01-13;782789340
7047;Especialista 7047;2018-01-14;782900451
7048;Especialista 7048;2018-01-15;783011562
7049;Especialista 7049;2018-01-16;783122673
7050;Especialista 7050;2018-01-17;783233784
7051;Especialista 7051;2018-01-18;783344895
7052;Especialista 7052;2018-01-19;783456006
7053;Especialista 7053;2018-01-20;783567117
7054;Especialista 7054;2018-01-21;783678228
7055;Especialista 7055;2018-01-22;783789339
7056;Especialista 7056;2018-01-23;783900450
7057;Especialista 7057;2018-01-24;784011561
7058;Especialista 7058;2018-01-25;784122672
7059;Especialista 7059;2018-01-26;784233783
7060;Especialista 7060;2018-01-27;784344894
7061;Especialista 7061;2018-01-28;784456005
7062;Especialista 7062;2018-01-29;784567116
7063;Especialista 7063;2018-01-30;784678227
7064;Especialista 7064;2018-01-31;784789338
7065;Especialista 7065;2018-02-01;784900449
7066;Especialista 7066;2018-02-02;785011560
7067;Especialista 7067;2018-02-03;785122671
7068;Especialista 7068;2018-02-04;785233782
7069;Especialista 7069;2018-02-05;785344893
7070;Especialista 7070;2018-02-06;785456004
7071;Especialista 7071;2018-02-07;785567115
7072;Especialista 7072;2018-02-08;785678226
7073;Especialista 7073;2018-02-09;785789337
7074;Especialista 7074;2018-02-10;785900448
7075;Especialista 7075;2018-02-11;786011559
7076;Especialista 7076;2018-02-12;786122670
7077;Especialista 7077;2018-02-13;786233781
7078;Especialista 7078;2018-02-14;786344892
7079;Especialista 7079;2018-02-15;786456003
7080;Especialista 7080;2018-02-16;786567114
7081;Especialista 7081;2018-02-17;786678225
7082;Especialista 7082;2018-02-18;786789336
7083;Especialista 7083;2018-02-19;786900447
7084;Especialista 7084;2018-02-20;787011558
7085;Especialista 7085;2018-02-21;787122669
7086;Especialista 7086;2018-02-22;787233780
7087;Especialista 7087;2018-02-23;787344891
7088;Especialista 7088;2018-02-24;787456002
7089;Especialista 7089;2018-02-25;787567113
7090;Especialista 7090;2018-02-26;787678224
7091;Especialista 7091;2018-02-27;787789335
7092;Especialista 7092;2018-02-28;787900446
7093;Especialista 7093;2018-03-01;788011557
7094;Especialista 7094;2018-03-02;788122668
7095;Especialista 7095;2018-03-03;788233779
7096;Especialista 7096;2018-03-04;788344890
7097;Especialista 7097;2018-03-05;788456001
7098;Especialista 7098;2018-03-06;788567112
7099;Especialista 7099;2018-03-07;788678223
7100;Especialista 7100;2018-03-08;788789334
7101;Especialista 7101;2018-03-09;788900445
7102;Especialista 7102;2018-03-10;789011556
7103;Especialista 7103;2018-03-11;789122667
7104;Especialista 7104;2018-03-12;789233778
7105;Especialista 7105;2018-03-13;789344889
7106;Especialista 7106;2018-03-14;789456000
7107;Especialista 7107;2018-03-15;789567111
7108;Especialista 7108;2018-03-16;789678222
7109;Especialista 7109;2018-03-17;789789333
7110;Especialista 7110;2018-03-18;789900444
7111;Especialista 7111;2018-03-19;790011555
7112;Especialista 7112;2018-03-20;790122666
7113;Especialista 7113;2018-03-21;790233777
7114;Especialista 7114;2018-03-22;790344888
7115;Especialista 7115;2018-03-23;790455999
7116;Especialista 7116;2018-03-24;790567110
7117;Especialista 7117;2018-03-25;790678221
7118;Especialista 7118;2018-03-26;790789332
7119;Especialista 7119;2018-03-27;790900443
7120;Especialista 7120;2018-03-28;791011554
7121;Especialista 7121;2018-03-29;791122665
7122;Especialista 7122;2018-03-30;791233776
7123;Especialista 7123;2018-03-31;791344887
7124;Especialista 7124;2018-04-01;791455998
7125;Especialista 7125;2018-04-02;791567109
7126;Especialista 7126;2018-04-03;791678220
7127;Especialista 7127;2018-04-04;791789331
7128;Especialista 7128;2018-04-05;791900442
7129;Especialista 7129;2018-04-06;792011553
7130;Especialista 7130;2018-04-07;792122664
7131;Especialista 7131;2018-04-08;792233775
7132;Especialista 7132;2018-04-09;792344886
7133;Especialista 7133;2018-04-10;792455997
7134;Especialista 7134;2018-04-11;792567108
7135;Especialista 7135;2018-04-12;792678219
7136;Especialista 7136;2018-04-13;792789330
7137;Especialista 7137;2018-04-14;792900441
7138;Especialista 7138;2018-04-15;793011552
7139;Especialista 7139;2018-04-16;793122663
7140;Especialista 7140;2018-04-17;793233774
7141;Especialista 7141;2018-04-18;793344885
7142;Especialista 7142;2018-04-19;793455996
7143;Especialista 7143;2018-04-20;793567107
7144;Especialista 7144;2018-04-21;793678218
7145;Especialista 7145;2018-04-22;793789329
7146;Especialista 7146;2018-04-23;793900440
7147;Especialista 7147;2018-04-24;794011551
7148;Especialista 7148;2018-04-25;794122662
7149;Especialista 7149;2018-04-26;794233773
7150;Especialista 7150;2018-04-27;794344884
7151;Especialista 7151;2018-04-28;794455995
7152;Especialista 7152;2018-04-29;794567106
7153;Especialista 7153;2018-04-30;794678217
7154;Especialista 7154;2018-05-01;794789328
7155;Especialista 7155;2018-05-02;794900439
7156;Especialista 7156;2018-05-03;795011550
7157;Especialista 7157;2018-05-04;795122661
7158;Especialista 7158;2018-05-05;795233772
7159;Especialista 7159;2018-05-06;795344883
7160;Especialista 7160;2018-05-07;795455994
7161;Especialista 7161;2018-05-08;795567105
7162;Especialista 7162;2018-05-09;795678216
7163;Especialista 7163;2018-05-10;795789327
7164;Especialista 7164;2018-05-11;795900438
7165;Especialista 7165;2018-05-12;796011549
7166;Especialista 7166;2018-05-13;796122660
7167;Especialista 7167;2018-05-14;796233771
7168;Especialista 7168;2018-05-15;796344882
7169;Especialista 7169;2018-05-16;796455993
7170;Especialista 7170;2018-05-17;796567104
7171;Especialista 7171;2018-05-18;796678215
7172;Especialista 7172;2018-05-19;796789326
7173;Especialista 7173;2018-05-20;796900437
7174;Especialista 7174;2018-05-21;797011548
7175;Especialista 7175;2018-05-22;797122659
7176;Especialista 7176;2018-05-23;797233770
7177;Especialista 7177;2018-05-24;797344881
7178;Especialista 7178;2018-05-25;797455992
7179;Especialista 7179;2018-05-26;797567103
7180;Especialista 7180;2018-05-27;797678214
7181;Especialista 7181;2018-05-28;797789325
7182;Especialista 7182;2018-05-29;797900436
7183;Especialista 7183;2018-05-30;798011547
7184;Especialista 7184;2018-05-31;798122658
7185;Especialista 7185;2018-06-01;798233769
7186;Especialista 7186;2018-06-02;798344880
7187;Especialista 7187;2018-06-03;798455991
7188;Especialista 7188;2018-06-04;798567102
7189;Especialista 7189;2018-06-05;798678213
7190;Especialista 7190;2018-06-06;798789324
7191;Especialista 7191;2018-06-07;798900435
7192;Especialista 7192;2018-06-08;799011546
7193;Especialista 7193;2018-06-09;799122657
7194;Especialista 7194;2018-06-10;799233768
7195;Especialista 7195;2018-06-11;799344879
7196;Especialista 7196;2018-06-12;799455990
7197;Especialista 7197;2018-06-13;799567101
7198;Especialista 7198;2018-06-14;799678212
7199;Especialista 7199;2018-06-15;799789323
7200;Especialista 7200;2018-06-16;799900434
7201;Especialista 7201;2018-06-17;800011545
7202;Especialista 7202;2018-06-18;800122656
7203;Especialista 7203;2018-06-19;800233767
7204;Especialista 7204;2018-06-20;800344878
7205;Especialista 7205;2018-06-21;800455989
7206;Especialista 7206;2018-06-22;800567100
7207;Especialista 7207;2018-06-23;800678211
7208;Especialista 7208;2018-06-24;800789322
7209;Especialista 7209;2018-06-25;800900433
7210;Especialista 7210;2018-06-26;801011544
7211;Especialista 7211;2018-06-27;801122655
7212;Especialista 7212;2018-06-28;801233766
7213;Especialista 7213;2018-06-29;801344877
7214;Especialista 7214;2018-06-30;801455988
7215;Especialista 7215;2018-07-01;801567099
7216;Especialista 7216;2018-07-02;801678210
7217;Especialista 7217;2018-07-03;801789321
7218;Especialista 7218;2018-07-04;801900432
7219;Especialista 7219;2018-07-05;802011543
7220;Especialista 7220;2018-07-06;802122654
7221;Especialista 7221;2018-07-07;802233765
7222;Especialista 7222;2018-07-08;802344876
7223;Especialista 7223;2018-07-09;802455987
7224;Especialista 7224;2018-07-10;802567098
7225;Especialista 7225;2018-07-11;802678209
7226;Especialista 7226;2018-07-12;802789320
7227;Especialista 7227;2018-07-13;802900431
7228;Especialista 7228;2018-07-14;803011542
7229;Especialista 7229;2018-07-15;803122653
7230;Especialista 7230;2018-07-16;803233764
7231;Especialista 7231;2018-07-17;803344875
7232;Especialista 7232;2018-07-18;803455986
7233;Especialista 7233;2018-07-19;803567097
7234;Especialista 7234;2018-07-20;803678208
7235;Especialista 7235;2018-07-21;803789319
7236;Especialista 7236;2018-07-22;803900430
7237;Especialista 7237;2018-07-23;804011541
7238;Especialista 7238;2018-07-24;804122652
7239;Especialista 7239;2018-07-25;804233763
7240;Especialista 7240;2018-07-26;804344874
7241;Especialista 7241;2018-07-27;804455985
7242;Especialista 7242;2018-07-28;804567096
7243;Especialista 7243;2018-07-29;804678207
7244;Especialista 7244;2018-07-30;804789318
7245;Especialista 7245;2018-07-31;804900429
7246;Especialista 7246;2018-08-01;805011540
7247;Especialista 7247;2018-08-02;805122651
7248;Especialista 7248;2018-08-03;805233762
7249;Especialista 7249;2018-08-04;805344873
7250;Especialista 7250;2018-08-05;805455984
7251;Especialista 7251;2018-08-06;805567095
7252;Especialista 7252;2018-08-07;805678206
7253;Especialista 7253;2018-08-08;805789317
7254;Especialista 7254;2018-08-09;805900428
7255;Especialista 7255;2018-08-10;806011539
7256;Especialista 7256;2018-08-11;806122650
7257;Especialista 7257;2018-08-12;806233761
7258;Especialista 7258;2018-08-13;806344872
7259;Especialista 7259;2018-08-14;806455983
7260;Especialista 7260;2018-08-15;806567094
7261;Especialista 7261;2018-08-16;806678205
7262;Especialista 7262;2018-08-17;806789316
7263;Especialista 7263;2018-08-18;806900427
7264;Especialista 7264;2018-08-19;807011538
7265;Especialista 7265;2018-08-20;807122649
7266;Especialista 7266;2018-08-21;807233760
7267;Especialista 7267;2018-08-22;807344871
7268;Especialista 7268;2018-08-23;807455982
7269;Especialista 7269;2018-08-24;807567093
7270;Especialista 7270;2018-08-25;807678204
7271;Especialista 7271;2018-08-26;807789315
7272;Especialista 7272;2018-08-27;807900426
7273;Especialista 7273;2018-08-28;808011537
7274;Especialista 7274;2018-08-29;808122648
7275;Especialista 7275;2018-08-30;808233759
7276;Especialista 7276;2018-08-31;808344870
7277;Especialista 7277;2018-09-01;808455981
7278;Especialista 7278;2018-09-02;808567092
7279;Especialista 7279;2018-09-03;808678203
7280;Especialista 7280;2018-09-04;808789314
7281;Especialista 7281;2018-09-05;808900425
7282;Especialista 7282;2018-09-06;809011536
7283;Especialista 7283;2018-09-07;809122647
7284;Especialista 7284;2018-09-08;809233758
7285;Especialista 7285;2018-09-09;809344869
7286;Especialista 7286;2018-09-10;809455980
7287;Especialista 7287;2018-09-11;809567091
7288;Especialista 7288;2018-09-12;809678202
7289;Especialista 7289;2018-09-13;809789313
7290;Especialista 7290;2018-09-14;809900424
7291;Especialista 7291;2018-09-15;810011535
7292;Especialista 7292;2018-09-16;810122646
7293;Especialista 7293;2018-09-17;810233757
7294;Especialista 7294;2018-09-18;810344868
7295;Especialista 7295;2018-09-19;810455979
7296;Especialista 7296;2018-09-20;810567090
7297;Especialista 7297;2018-09-21;810678201
7298;Especialista 7298;2018-09-22;810789312
7299;Especialista 7299;2018-09-23;810900423
7300;Especialista 7300;2018-09-24;811011534
7301;Especialista 7301;2018-09-25;811122645
